"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-03",20.25,19.56,20.94,0.69,19.41,95.65
"2017-04",20.38,19.69,21.06,0.68,18.76,91.37
"2017-05",20.58,19.9,21.26,0.68,18.79,90.47
"2017-06",20.78,20.1,21.46,0.68,18.19,85.75
"2017-07",20.97,20.29,21.64,0.68,17.85,82.54
"2017-08",21.13,20.45,21.8,0.67,17.81,81.36
