"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-12",19.17,18.47,19.87,0.7,19.06,99.44
"2018-01",19.38,18.68,20.07,0.7,19,98.04
"2018-02",19.52,18.83,20.22,0.69,18.63,95.2
