"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-07",18.07,17.39,18.75,0.68,17.85,98.77
"2017-08",18.12,17.45,18.8,0.68,17.81,98.24
"2017-09",18.24,17.56,18.91,0.67,17.8,97.53
