"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-10",19.16,18.42,19.9,0.74,19.06,99.48
"2018-11",19.17,18.43,19.91,0.74,20.25,94.68
"2018-12",19.21,18.47,19.94,0.74,20.18,95.19
