"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-06",18.85,18.15,19.54,0.69,18.19,96.39
"2017-07",19.02,18.33,19.71,0.69,17.85,93.44
"2017-08",19.21,18.52,19.9,0.69,17.81,92.12
