"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-07",18.07,17.39,18.75,0.68,17.85,98.77
"2017-08",18.12,17.45,18.8,0.68,17.81,98.24
"2017-09",18.24,17.56,18.91,0.67,17.8,97.53
"2017-10",18.37,17.7,19.04,0.67,18.72,98.11
"2017-11",18.49,17.82,19.16,0.67,18.98,97.45
"2017-12",18.6,17.93,19.26,0.67,19.06,97.55
