"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-09",17.86,17.17,18.56,0.7,17.8,99.63
"2017-10",18.02,17.33,18.72,0.69,18.72,96.24
"2017-11",18.2,17.51,18.9,0.69,18.98,95.93
"2017-12",18.39,17.7,19.08,0.69,19.06,96.45
"2018-01",18.55,17.86,19.24,0.69,19,97.62
"2018-02",18.69,18,19.37,0.68,18.63,99.69
