"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-12",20.59,19.84,21.35,0.75,20.18,97.94
"2019-01",20.7,19.95,21.45,0.75,19.22,92.29
"2019-02",20.71,19.96,21.45,0.75,19.19,92.11
"2019-03",20.68,19.93,21.42,0.75,19.23,92.5
"2019-04",20.64,19.89,21.38,0.74,19.02,91.52
"2019-05",20.59,19.85,21.34,0.74,NA,NA
