"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-02",22.08,21.46,22.71,0.63,20.38,91.65
"2017-03",22.39,21.77,23.02,0.62,19.41,84.61
"2017-04",22.53,21.91,23.16,0.62,18.76,79.87
