"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-12",20.59,19.84,21.35,0.75,20.18,97.94
"2019-01",20.7,19.95,21.45,0.75,19.22,92.29
"2019-02",20.71,19.96,21.45,0.75,19.19,92.11
