"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2019-04",19.25,18.47,20.02,0.77,19.02,98.83
"2019-05",19.31,18.53,20.08,0.77,NA,NA
"2019-06",19.41,18.64,20.18,0.77,NA,NA
