"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-06",19.71,19.02,20.4,0.69,20.31,97.03
"2018-07",19.76,19.08,20.45,0.69,19.12,96.61
"2018-08",19.75,19.06,20.43,0.69,18.81,95.02
