"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-10",19.16,18.42,19.9,0.74,19.06,99.48
"2018-11",19.17,18.43,19.91,0.74,20.25,94.68
"2018-12",19.21,18.47,19.94,0.74,20.18,95.19
"2019-01",19.25,18.52,19.99,0.73,19.22,99.81
"2019-02",19.31,18.58,20.04,0.73,19.19,99.37
"2019-03",19.38,18.65,20.11,0.73,19.23,99.26
