"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-03",18.43,17.76,19.11,0.67,18.68,98.66
"2018-04",18.33,17.66,19,0.67,18.35,99.9
"2018-05",18.33,17.66,19,0.67,19.49,94.05
