"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-11",19.01,18.27,19.75,0.74,20.25,93.89
"2018-12",19.05,18.32,19.79,0.74,20.18,94.44
"2019-01",19.09,18.36,19.83,0.73,19.22,99.37
"2019-02",19.15,18.42,19.88,0.73,19.19,99.77
"2019-03",19.2,18.47,19.93,0.73,19.23,99.82
"2019-04",19.25,18.53,19.98,0.73,19.02,98.79
