"FECHA","Tipo_de_cambio"
"2017-09-01",17.7991
"2017-10-01",17.89
"2017-11-01",18
"2017-12-01",18.11
"2018-01-01",18.19
"2018-02-01",18.25
"2018-03-01",18.28
