"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-01",18.83,18.13,19.52,0.69,19,99.07
"2018-02",18.9,18.21,19.58,0.69,18.63,98.57
"2018-03",18.92,18.24,19.61,0.69,18.68,98.72
