"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-11",19.01,18.27,19.75,0.74,20.25,93.89
"2018-12",19.05,18.32,19.79,0.74,20.18,94.44
"2019-01",19.09,18.36,19.83,0.73,19.22,99.37
