"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-04",19.2,18.5,19.89,0.69,18.76,97.66
"2017-05",19.27,18.58,19.96,0.69,18.79,97.45
"2017-06",19.45,18.76,20.14,0.69,18.19,93.07
