"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-05",18.55,17.86,19.25,0.69,18.79,98.76
"2017-06",18.52,17.83,19.21,0.69,18.19,98.18
"2017-07",18.6,17.91,19.28,0.69,17.85,95.83
"2017-08",18.71,18.03,19.4,0.69,17.81,94.93
"2017-09",18.83,18.15,19.51,0.68,17.8,94.2
"2017-10",18.94,18.26,19.62,0.68,18.72,98.84
