"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-11",19.11,18.41,19.82,0.7,18.98,99.3
"2017-12",19.36,18.66,20.07,0.7,19.06,98.42
"2018-01",19.54,18.84,20.24,0.7,19,97.17
"2018-02",19.68,18.98,20.37,0.7,18.63,94.38
"2018-03",19.77,19.08,20.47,0.7,18.68,94.17
"2018-04",19.84,19.15,20.54,0.69,18.35,91.85
