"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-09",18.75,18,19.5,0.75,19.05,98.4
"2018-10",18.75,18.01,19.5,0.74,19.06,98.37
"2018-11",18.79,18.05,19.54,0.74,20.25,92.81
