"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-04",18.56,17.88,19.24,0.68,18.35,98.85
"2018-05",18.49,17.81,19.17,0.68,19.49,94.86
"2018-06",18.45,17.77,19.13,0.68,20.31,90.84
