"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2019-01",20.07,19.31,20.82,0.75,19.22,95.58
"2019-02",19.96,19.21,20.71,0.75,19.19,95.97
"2019-03",19.88,19.13,20.62,0.75,19.23,96.65
"2019-04",19.82,19.08,20.57,0.74,19.02,95.79
"2019-05",19.79,19.05,20.54,0.74,NA,NA
"2019-06",19.78,19.04,20.52,0.74,NA,NA
