"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-10",17.9,17.21,18.6,0.7,18.72,95.62
"2017-11",18.07,17.38,18.76,0.69,18.98,95.23
"2017-12",18.26,17.57,18.96,0.69,19.06,95.81
"2018-01",18.45,17.76,19.14,0.69,19,97.1
"2018-02",18.62,17.93,19.3,0.69,18.63,99.94
"2018-03",18.76,18.07,19.44,0.68,18.68,99.61
