"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-07",20.55,19.86,21.24,0.69,19.12,92.51
"2018-08",20.58,19.89,21.26,0.69,18.81,90.6
"2018-09",20.55,19.86,21.23,0.69,19.05,92.17
