"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-05",18.55,17.86,19.25,0.69,18.79,98.76
"2017-06",18.52,17.83,19.21,0.69,18.19,98.18
"2017-07",18.6,17.91,19.28,0.69,17.85,95.83
