"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-03",18.43,17.76,19.11,0.67,18.68,98.66
"2018-04",18.33,17.66,19,0.67,18.35,99.9
"2018-05",18.33,17.66,19,0.67,19.49,94.05
"2018-06",18.39,17.72,19.06,0.67,20.31,90.54
"2018-07",18.48,17.82,19.15,0.67,19.12,96.69
"2018-08",18.59,17.93,19.25,0.66,18.81,98.84
