"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-02",22.08,21.46,22.71,0.63,20.38,91.65
"2017-03",22.39,21.77,23.02,0.62,19.41,84.61
"2017-04",22.53,21.91,23.16,0.62,18.76,79.87
"2017-05",22.73,22.11,23.35,0.62,18.79,79.02
"2017-06",22.91,22.29,23.53,0.62,18.19,74.06
"2017-07",23.08,22.46,23.69,0.61,17.85,70.72
