"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-06",18.86,18.17,19.55,0.69,18.19,96.32
"2017-07",19.05,18.36,19.74,0.69,17.85,93.28
"2017-08",19.25,18.56,19.94,0.69,17.81,91.88
"2017-09",19.44,18.76,20.13,0.69,17.8,90.77
"2017-10",19.61,18.92,20.29,0.68,18.72,95.29
"2017-11",19.74,19.06,20.42,0.68,18.98,95.96
