"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-11",19.11,18.41,19.82,0.7,18.98,99.3
"2017-12",19.36,18.66,20.07,0.7,19.06,98.42
"2018-01",19.54,18.84,20.24,0.7,19,97.17
