"FECHA","Tipo_de_cambio"
"2017-02-01",20.3812
"2017-03-01",20.25
"2017-04-01",20.38
"2017-05-01",20.58
"2017-06-01",20.78
"2017-07-01",20.97
"2017-08-01",21.13
