"FECHA","Frontera.norte","Noroeste","Noreste","Centro.norte","Centro.sur","Sur","Mexico","Nacional"
"2018-06-01",4.83885550837404,4.61600314935551,4.27997640197069,4.55027610510261,4.43834972376347,4.33879198473879,4.99307377402018,4.64685779391849
"2018-07-01",4.92049911397241,4.2174551950849,4.346135913546,4.61150143272984,4.52979576536656,4.28839000792731,5.16289714507536,4.75989723204728
