"","MAPE","MSE","THEIL","BIAS","LOG.LIK","CONF","R2.ADJ","COMMON.TREND"
"1",104.937047014341,104.937047014341,104.937047014341,105.261759685708,105.798174370949,105.11857518551,105.11857518551,104.629951467273
"2",105.370833332074,105.370833332074,105.370833332074,105.743430791854,106.288972351031,105.40891117756,105.40891117756,104.699789764114
"3",106.191743654891,106.191743654891,106.191743654891,106.472365834048,106.568726482048,106.139372488757,106.139372488757,104.531496239522
"4",106.231669343288,106.231669343288,106.231669343288,106.328596138791,106.722685618634,106.367320686923,106.367320686923,103.984921650276
"5",105.976549647183,105.976549647183,105.976549647183,105.97929265826,106.832968639318,106.064441689129,106.064441689129,103.638100362276
"6",104.718223976775,104.718223976775,104.718223976775,105.076557456776,106.933821488616,104.942101274654,104.942101274654,103.088459855216
