"","MAPE","MSE","THEIL","BIAS","LOG.LIK","CONF","R2.ADJ","COMMON.TREND"
"Nacional",99.0840697631499,99.0840697631499,99.0840697631499,99.0840697631499,99.4243861774581,99.5025177547746,99.5025177547746,99.1650900273676
