"FECHA","Tipo_de_cambio"
"2017-06-01",18.1901
"2017-07-01",18.07
"2017-08-01",18.12
"2017-09-01",18.24
"2017-10-01",18.37
"2017-11-01",18.49
"2017-12-01",18.6
