"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-02",22.05,21.43,22.67,0.62,20.38,91.82
"2017-03",22.35,21.73,22.97,0.62,19.41,84.83
"2017-04",22.47,21.85,23.08,0.62,18.76,80.24
