"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-12",20.55,19.82,21.28,0.73,20.18,98.13
"2019-01",20.59,19.86,21.32,0.73,NA,NA
"2019-02",20.56,19.83,21.28,0.72,NA,NA
"2019-03",20.49,19.77,21.22,0.72,NA,NA
"2019-04",20.43,19.71,21.15,0.72,NA,NA
"2019-05",20.36,19.65,21.08,0.72,NA,NA
