"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-05",18.19,17.5,18.88,0.69,19.49,93.33
"2018-06",18.14,17.45,18.82,0.69,20.31,89.29
"2018-07",18.15,17.47,18.84,0.69,19.12,94.96
