"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-12",19.17,18.48,19.87,0.7,19.06,99.42
"2018-01",19.35,18.66,20.05,0.7,19,98.16
"2018-02",19.47,18.78,20.16,0.69,18.63,95.48
"2018-03",19.54,18.85,20.23,0.69,18.68,95.41
"2018-04",19.57,18.89,20.26,0.69,18.35,93.31
"2018-05",19.58,18.9,20.27,0.69,19.49,99.53
