"","MAPE","MSE","THEIL","BIAS","LOG.LIK","CONF","R2.ADJ","COMMON.TREND"
"Tipo.de.cambio",18.984183974033,18.984183974033,18.984183974033,18.984183974033,19.0108628339177,18.984183974033,18.984183974033,19.0108628339177
