"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-10",17.89,17.2,18.58,0.69,18.72,95.53
"2017-11",18.01,17.32,18.69,0.69,18.98,94.88
"2017-12",18.11,17.43,18.8,0.68,19.06,95.01
