"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-12",19.17,18.48,19.87,0.7,19.06,99.42
"2018-01",19.35,18.66,20.05,0.7,19,98.16
"2018-02",19.47,18.78,20.16,0.69,18.63,95.48
