"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-10",19.16,18.42,19.9,0.74,19.06,99.5
"2018-11",19.17,18.43,19.9,0.73,20.25,94.65
"2018-12",19.2,18.47,19.93,0.73,20.18,95.17
"2019-01",19.25,18.52,19.98,0.73,NA,NA
"2019-02",19.31,18.58,20.04,0.73,NA,NA
"2019-03",19.38,18.65,20.1,0.72,NA,NA
