"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-03",20.21,19.53,20.9,0.68,19.41,95.85
"2017-04",20.25,19.57,20.93,0.68,18.76,92.04
"2017-05",20.35,19.67,21.03,0.68,18.79,91.69
"2017-06",20.46,19.78,21.13,0.68,18.19,87.54
"2017-07",20.56,19.88,21.23,0.67,17.85,84.84
"2017-08",20.65,19.98,21.32,0.67,17.81,84.03
