"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-11",18.99,18.27,19.72,0.72,20.25,93.78
"2018-12",19.02,18.3,19.75,0.72,20.18,94.28
"2019-01",19.06,18.34,19.78,0.72,NA,NA
"2019-02",19.11,18.4,19.83,0.72,NA,NA
"2019-03",19.17,18.45,19.89,0.72,NA,NA
"2019-04",19.23,18.52,19.94,0.71,NA,NA
