"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-07",18.1,17.41,18.8,0.69,17.85,98.6
"2017-08",18.19,17.5,18.88,0.69,17.81,97.84
"2017-09",18.32,17.63,19.01,0.69,17.8,97.06
