"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-07",18.1,17.41,18.8,0.69,17.85,98.6
"2017-08",18.19,17.5,18.88,0.69,17.81,97.84
"2017-09",18.32,17.63,19.01,0.69,17.8,97.06
"2017-10",18.44,17.76,19.13,0.69,18.72,98.5
"2017-11",18.54,17.85,19.22,0.68,18.98,97.69
"2017-12",18.61,17.92,19.29,0.68,19.06,97.61
