"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-06",18.91,18.22,19.6,0.69,18.19,96.03
"2017-07",19.09,18.41,19.78,0.69,17.85,93.04
"2017-08",19.25,18.57,19.93,0.68,17.81,91.9
"2017-09",19.37,18.69,20.05,0.68,17.8,91.16
"2017-10",19.47,18.79,20.15,0.68,18.72,96.02
"2017-11",19.54,18.87,20.22,0.68,18.98,97.02
