"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-08",17.82,17.13,18.52,0.69,17.81,99.92
"2017-09",17.86,17.17,18.56,0.69,17.8,99.63
"2017-10",17.94,17.25,18.63,0.69,18.72,95.83
"2017-11",18.03,17.34,18.71,0.69,18.98,94.99
"2017-12",18.1,17.42,18.78,0.68,19.06,94.95
"2018-01",18.16,17.48,18.84,0.68,19,95.57
