"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-04",19.18,18.49,19.87,0.69,18.76,97.77
"2017-05",19.18,18.5,19.87,0.69,18.79,97.88
"2017-06",19.27,18.58,19.96,0.69,18.19,94.06
