"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-04",18.59,17.91,19.26,0.68,18.35,98.7
"2018-05",18.55,17.87,19.23,0.68,19.49,95.18
"2018-06",18.54,17.86,19.21,0.67,20.31,91.27
