"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2019-01",20.1,19.37,20.83,0.73,NA,NA
"2019-02",20.02,19.3,20.75,0.73,NA,NA
"2019-03",19.95,19.23,20.68,0.72,NA,NA
