"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2017-10",17.89,17.2,18.58,0.69,18.72,95.53
"2017-11",18,17.32,18.69,0.69,18.98,94.88
"2017-12",18.11,17.43,18.8,0.68,19.06,95.02
"2018-01",18.19,17.51,18.88,0.68,19,95.74
"2018-02",18.25,17.57,18.93,0.68,18.63,97.96
"2018-03",18.28,17.6,18.95,0.68,18.68,97.82
