"","MAPE","MSE","THEIL","BIAS","LOG.LIK","CONF","R2.ADJ","COMMON.TREND"
"Centro.sur",102.300981749844,102.300981749844,102.300981749844,102.300981749844,102.373404702891,102.300981749844,102.300981749844,102.300981749844
