"","MAPE","MSE","THEIL","BIAS","LOG.LIK","CONF","R2.ADJ","COMMON.TREND"
"Sur",98.5728205378084,98.5728205378084,98.5728205378084,98.5728205378084,98.6260422928879,98.3490804601276,98.3490804601276,98.3490804601276
