"FECHA","Tipo_de_cambio"
"2017-11-01",18.977
"2017-12-01",19.17
"2018-01-01",19.27
"2018-02-01",19.35
"2018-03-01",19.39
"2018-04-01",19.33
"2018-05-01",19.32
