"FECHA","Tipo_de_cambio"
"2018-03-01",18.6839
"2018-04-01",18.56
"2018-05-01",18.49
"2018-06-01",18.45
"2018-07-01",18.47
"2018-08-01",18.51
"2018-09-01",18.58
