"FECHA","Tipo_de_cambio"
"2018-04-01",18.3464
"2018-05-01",18.29
"2018-06-01",18.3
"2018-07-01",18.3
"2018-08-01",18.32
"2018-09-01",18.44
"2018-10-01",18.48
