"FECHA","Tipo_de_cambio"
"2017-02-01",20.3812
"2017-03-01",20.21
"2017-04-01",20.25
"2017-05-01",20.35
"2017-06-01",20.46
"2017-07-01",20.56
"2017-08-01",20.65
