"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-06",19.85,19.16,20.55,0.7,20.31,97.75
"2018-07",19.85,19.15,20.54,0.69,19.12,96.19
"2018-08",19.83,19.14,20.52,0.69,18.81,94.56
"2018-09",19.99,19.3,20.68,0.69,19.05,95.08
"2018-10",20.04,19.36,20.73,0.68,19.06,94.86
"2018-11",20.15,19.47,20.83,0.68,20.25,99.52
