"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-12",20.65,19.91,21.39,0.74,20.18,97.67
"2019-01",20.61,19.88,21.35,0.73,NA,NA
"2019-02",20.6,19.87,21.33,0.73,NA,NA
