"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-05",18.29,17.61,18.96,0.68,19.49,93.84
"2018-06",18.3,17.63,18.98,0.67,20.31,90.12
"2018-07",18.3,17.63,18.97,0.67,19.12,95.72
"2018-08",18.32,17.65,18.99,0.67,18.81,97.4
"2018-09",18.44,17.77,19.1,0.66,19.05,96.75
"2018-10",18.48,17.82,19.14,0.66,19.06,96.95
