"","Pronostico","LimInf","LimSup","SemiLongitudIC","Real","Precision%"
"2018-04",18.67,17.98,19.36,0.69,18.35,98.23
"2018-05",18.7,18.02,19.39,0.68,19.49,95.97
"2018-06",18.78,18.1,19.46,0.68,20.31,92.45
